tag,whichCollocation,collFrequency,logDice,whichType,verb,verbType,noun,nounType,isCollocation,k,verbFrequency,nounFrequency,item
510,steer conversation,3014,6.5,productive,record,Vprod1,conversation,Ncoll,0,2,3872169,2603393,record conversation
511,steer conversation,3014,6.5,productive,overhear,Vprod2,talk,Nsyn2,0,2,97705,3721837,overhear talk
512,steer conversation,3014,6.5,synonym,drive,Vsyn1,talk,Nsyn2,-1,2,6717522,3721837,drive talk
513,steer conversation,3014,6.5,synonym,maneuver,Vsyn2,talk,Nsyn2,-1,2,90743,3721837,maneuver talk
514,push agenda,17285,8.3,productive,publish,Vprod2,schedule,Nsyn1,0,2,7238214,2006748,publish schedule
515,push agenda,17285,8.3,synonym,shove,Vsyn1,schedule,Nsyn1,-1,2,227194,2006748,shove schedule
516,push agenda,17285,8.3,synonym,thrust,Vsyn2,schedule,Nsyn1,-1,2,198725,2006748,thrust schedule
517,push agenda,17285,8.3,synonym,push,Vcoll,program,Nsyn2,1,2,3420021,19210828,push program
518,spout nonsense,2385,9.5,productive,debunk,Vprod2,nonsense,Ncoll,0,2,99893,262949,debunk nonsense
519,spout nonsense,2385,9.5,productive,eject,Vsyn1,ash,Nprod2,0,2,128775,493693,eject ash
520,spout nonsense,2385,9.5,productive,spew,Vsyn2,ash,Nprod2,0,2,80693,493693,spew ash
521,spout nonsense,2385,9.5,synonym,spout,Vcoll,drivel,Nsyn1,1,2,58200,23417,spout drivel
522,beat odds,8377,7.7,productive,batter,Vsyn1,drum,Nprod1,0,2,112366,826241,batter drum
523,beat odds,8377,7.7,productive,flay,Vsyn2,drum,Nprod1,-1,2,19955,826241,flay drum
524,beat odds,8377,7.7,productive,beat,Vcoll,egg,Nprod2,0,2,2429633,1670179,beat egg
525,beat odds,8377,7.7,productive,know,Vprod1,probability,Nsyn2,0,2,44321220,741651,know probability
526,run risk,72368,8,productive,run,Vcoll,marathon,Nprod1,0,2,16344973,246258,run marathon
527,run risk,72368,8,productive,avoid,Vprod1,danger,Nsyn1,0,2,4668498,1531756,avoid danger
528,run risk,72368,8,synonym,sprint,Vsyn1,risk,Ncoll,-1,2,77898,7505721,sprint risk
529,run risk,72368,8,synonym,bolt,Vsyn2,risk,Ncoll,-1,2,150266,7505721,bolt risk
530,sway voter,1859,7.3,collocation,sway,Vcoll,voter,Ncoll,1,2,177841,1544830,sway voter
531,sway voter,1859,7.3,productive,influence,Vprod1,voter,Ncoll,0,2,1915269,1544830,influence voter
532,sway voter,1859,7.3,productive,greet,Vprod2,public,Nsyn2,0,2,548586,3122198,greet public
533,sway voter,1859,7.3,synonym,swing,Vsyn1,public,Nsyn2,1,2,526379,3122198,swing public
534,sway voter,1859,7.3,synonym,oscillate,Vsyn2,public,Nsyn2,-1,2,74331,3122198,oscillate public
535,swing election,1973,5.9,productive,begin,Vprod2,referendum,Nsyn1,0,2,14523172,401896,begin referendum
536,swing election,1973,5.9,synonym,sway,Vsyn1,referendum,Nsyn1,1,2,177841,401896,sway referendum
537,swing election,1973,5.9,synonym,wave,Vsyn2,referendum,Nsyn1,-1,2,362889,401896,wave referendum
538,swing election,1973,5.9,synonym,swing,Vcoll,vote,Nsyn2,1,2,526379,2841083,swing vote
539,hurl insult,4254,9.6,productive,resent,Vprod2,insult,Ncoll,0,2,114877,247867,resent insult
540,hurl insult,4254,9.6,productive,fling,Vsyn1,javelin,Nprod2,0,2,129391,43488,fling javelin
541,hurl insult,4254,9.6,productive,lob,Vsyn2,javelin,Nprod2,0,2,26960,43488,lob javelin
542,hurl insult,4254,9.6,synonym,hurl,Vcoll,abuse,Nsyn1,1,2,132621,2139788,hurl abuse
543,rig lottery,190,5.4,productive,supply,Vsyn1,sail,Nprod1,-1,2,2216698,373898,supply sail
544,rig lottery,190,5.4,productive,outfit,Vsyn2,sail,Nprod1,-1,2,94463,373898,outfit sail
545,rig lottery,190,5.4,productive,rig,Vcoll,bait,Nprod2,0,2,146140,334220,rig bait
546,rig lottery,190,5.4,productive,win,Vprod1,game,Nsyn2,0,2,9758957,20059571,win game
547,harness energy,10945,7.6,productive,harness,Vcoll,horse,Nprod1,0,2,231957,2722555,harness horse
548,harness energy,10945,7.6,productive,generate,Vprod1,resource,Nsyn1,0,2,4079902,7237469,generate resource
549,harness energy,10945,7.6,synonym,saddle,Vsyn1,energy,Ncoll,-1,2,65792,8256596,saddle energy
550,harness energy,10945,7.6,synonym,yoke,Vsyn2,energy,Ncoll,-1,2,13034,8256596,yoke energy
551,lock eye,17262,7.5,collocation,lock,Vcoll,eye,Ncoll,1,2,1358759,8036856,lock eye
552,lock eye,17262,7.5,productive,touch,Vprod1,eye,Ncoll,0,2,1748098,8036856,touch eye
553,lock eye,17262,7.5,productive,blink,Vprod2,stare,Nsyn2,-1,2,236355,108745,blink stare
554,lock eye,17262,7.5,synonym,fasten,Vsyn1,stare,Nsyn2,-1,2,155870,108745,fasten stare
555,lock eye,17262,7.5,synonym,secure,Vsyn2,stare,Nsyn2,-1,2,2125799,108745,secure stare
556,unlock mystery,5437,7.9,productive,investigate,Vprod2,enigma,Nsyn1,0,2,2295782,79533,investigate enigma
557,unlock mystery,5437,7.9,synonym,open,Vsyn1,enigma,Nsyn1,-1,2,8515531,79533,open enigma
558,unlock mystery,5437,7.9,synonym,unfasten,Vsyn2,enigma,Nsyn1,-1,2,9962,79533,unfasten enigma
559,unlock mystery,5437,7.9,synonym,unlock,Vcoll,puzzle,Nsyn2,1,2,582098,625299,unlock puzzle
560,unleash fury,2337,8.5,productive,suppress,Vprod2,fury,Ncoll,0,2,537202,153886,suppress fury
561,unleash fury,2337,8.5,productive,untie,Vsyn1,hound,Nprod2,0,2,39600,134668,untie hound
562,unleash fury,2337,8.5,productive,release,Vsyn2,hound,Nprod2,0,2,6848719,134668,release hound
563,unleash fury,2337,8.5,synonym,unleash,Vcoll,horror,Nsyn1,1,2,287546,971270,unleash horror
564,flood airwaves,752,6.5,productive,inundate,Vsyn1,basement,Nprod1,0,2,68831,513985,inundate basement
565,flood airwaves,752,6.5,productive,engulf,Vsyn2,basement,Nprod1,0,2,105662,513985,engulf basement
566,flood airwaves,752,6.5,productive,flood,Vcoll,valley,Nprod2,0,2,465452,955997,flood valley
567,flood airwaves,752,6.5,productive,regulate,Vprod1,transmission,Nsyn2,0,2,1023658,1422544,regulate transmission
568,diffuse tension,1272,6.2,productive,diffuse,Vcoll,light,Nprod1,0,2,96169,6746314,diffuse light
569,diffuse tension,1272,6.2,productive,worsen,Vprod1,conflict,Nsyn1,0,2,251005,2698474,worsen conflict
570,diffuse tension,1272,6.2,synonym,spread,Vsyn1,tension,Ncoll,1,2,2259922,1069305,spread tension
571,diffuse tension,1272,6.2,synonym,disperse,Vsyn2,tension,Ncoll,-1,2,280024,1069305,disperse tension
572,smear reputation,739,5.3,collocation,smear,Vcoll,reputation,Ncoll,1,2,97703,1250011,smear reputation
573,smear reputation,739,5.3,productive,respect,Vprod1,reputation,Ncoll,0,2,1091229,1250011,respect reputation
574,smear reputation,739,5.3,productive,maintain,Vprod2,name,Nsyn2,0,2,5734320,16103193,maintain name
575,smear reputation,739,5.3,synonym,streak,Vsyn1,name,Nsyn2,-1,2,48008,16103193,streak name
576,smear reputation,739,5.3,synonym,smudge,Vsyn2,name,Nsyn2,1,2,26495,16103193,smudge name
577,forge signature,4665,8,productive,disregard,Vprod2,initial,Nsyn1,0,2,190735,116395,disregard initial
578,forge signature,4665,8,synonym,mold,Vsyn1,initial,Nsyn1,-1,2,194703,116395,mold initial
579,forge signature,4665,8,synonym,model,Vsyn2,initial,Nsyn1,0,2,1024423,116395,model initial
580,forge signature,4665,8,synonym,forge,Vcoll,identity,Nsyn2,1,2,417688,2434150,forge identity
581,enter competition,26587,7.5,productive,organize,Vprod2,competition,Ncoll,0,2,2387991,3385083,organize competition
582,enter competition,26587,7.5,productive,exit,Vsyn1,compound,Nprod2,0,2,490455,1039189,exit compound
583,enter competition,26587,7.5,productive,leave,Vsyn2,compound,Nprod2,0,2,18615948,1039189,leave compound
584,enter competition,26587,7.5,synonym,enter,Vcoll,tournament,Nsyn1,1,2,6503470,1692842,enter tournament
585,smell fear,1346,5.7,productive,taste,Vsyn1,flower,Nprod1,0,2,921323,2084293,taste flower
586,smell fear,1346,5.7,productive,hear,Vsyn2,flower,Nprod1,-1,2,9564768,2084293,hear flower
587,smell fear,1346,5.7,productive,smell,Vcoll,food,Nprod2,0,2,587548,10374711,smell food
588,smell fear,1346,5.7,productive,allay,Vprod1,fright,Nsyn2,0,2,33803,63735,allay fright
589,chase dream,9354,8.1,productive,pursue,Vsyn1,rabbit,Nprod1,0,3,1806874,516705,pursue rabbit
590,chase dream,9354,8.1,productive,hunt,Vsyn2,rabbit,Nprod1,0,3,528912,516705,hunt rabbit
591,chase dream,9354,8.1,productive,chase,Vcoll,ball,Nprod2,0,3,592392,3111876,chase ball
592,chase dream,9354,8.1,productive,forget,Vprod1,desire,Nsyn2,0,3,3162290,1943993,forget desire
593,break promise,30369,8.2,productive,break,Vcoll,glass,Nprod1,0,3,6644744,2697421,break glass
594,break promise,30369,8.2,productive,fulfill,Vprod1,vow,Nsyn1,0,3,1086092,171728,fulfill vow
595,break promise,30369,8.2,synonym,shatter,Vsyn1,promise,Ncoll,1,3,235867,1308662,shatter promise
596,break promise,30369,8.2,synonym,smash,Vsyn2,promise,Ncoll,-1,3,298943,1308662,smash promise
597,tackle problem,57445,7.9,collocation,tackle,Vcoll,problem,Ncoll,1,3,913224,15597082,tackle problem
598,tackle problem,57445,7.9,productive,anticipate,Vprod1,problem,Ncoll,0,3,891616,15597082,anticipate problem
599,tackle problem,57445,7.9,productive,acknowledge,Vprod2,issue,Nsyn2,0,3,1550574,15495287,acknowledge issue
600,tackle problem,57445,7.9,synonym,address,Vsyn1,issue,Nsyn2,1,3,5143795,15495287,address issue
601,tackle problem,57445,7.9,synonym,manage,Vsyn2,issue,Nsyn2,1,3,6998498,15495287,manage issue
602,abandon plan,15406,6.8,productive,approve,Vprod2,proposal,Nsyn1,0,3,2893043,2681541,approve proposal
603,abandon plan,15406,6.8,synonym,desert,Vsyn1,proposal,Nsyn1,-1,3,192659,2681541,desert proposal
604,abandon plan,15406,6.8,synonym,forsake,Vsyn2,proposal,Nsyn1,1,3,96152,2681541,forsake proposal
605,abandon plan,15406,6.8,synonym,abandon,Vcoll,strategy,Nsyn2,1,3,1273968,5297010,abandon strategy
606,fight poverty,15406,6.8,productive,experience,Vprod2,poverty,Ncoll,0,3,4134991,1236344,experience poverty
607,fight poverty,15406,6.8,productive,battle,Vsyn1,army,Nprod2,0,3,470222,2448284,battle army
608,fight poverty,15406,6.8,productive,combat,Vsyn2,army,Nprod2,0,3,515563,2448284,combat army
609,fight poverty,15406,6.8,synonym,fight,Vcoll,disease,Nsyn1,1,3,4220818,5330891,fight disease
610,catch fire,60901,9.4,productive,seize,Vsyn1,frisbee,Nprod1,0,3,733804,9851,seize frisbee
611,catch fire,60901,9.4,productive,grab,Vsyn2,frisbee,Nprod1,0,3,1296537,9851,grab frisbee
612,catch fire,60901,9.4,productive,catch,Vcoll,fish,Nprod2,0,3,4004699,2899692,catch fish
613,catch fire,60901,9.4,productive,start,Vprod1,flame,Nsyn2,0,3,20478129,743614,start flame
614,nurse grudge,830,7.2,productive,nurse,Vcoll,child,Nprod1,0,3,239694,20432603,nurse child
615,nurse grudge,830,7.2,productive,recall,Vprod1,greivance,Nsyn1,0,3,1606318,391,recall greivance
616,nurse grudge,830,7.2,synonym,treat,Vsyn1,grudge,Ncoll,-1,3,4190491,63452,treat grudge
617,nurse grudge,830,7.2,synonym,cure,Vsyn2,grudge,Ncoll,-1,3,564400,63452,cure grudge
618,challenge assumption,14854,8.5,collocation,challenge,Vcoll,assumption,Ncoll,1,3,2116545,1000797,challenge assumption
619,challenge assumption,14854,8.5,productive,state,Vprod1,assumption,Ncoll,0,3,4527583,1000797,state assumption
620,challenge assumption,14854,8.5,productive,confirm,Vprod2,premise,Nsyn2,0,3,3109863,929717,confirm premise
621,challenge assumption,14854,8.5,synonym,dare,Vsyn1,premise,Nsyn2,-1,3,552827,929717,dare premise
622,challenge assumption,14854,8.5,synonym,invite,Vsyn2,premise,Nsyn2,-1,3,2672271,929717,invite premise
623,hold meeting,300278,9.9,productive,attend,Vprod2,event,Nsyn1,0,3,4728626,15124427,attend event
624,hold meeting,300278,9.9,synonym,catch,Vsyn1,event,Nsyn1,1,3,4004699,15124427,catch event
625,hold meeting,300278,9.9,synonym,clutch,Vsyn2,event,Nsyn1,-1,3,124675,15124427,clutch event
626,hold meeting,300278,9.9,synonym,hold,Vcoll,conference,Nsyn2,1,3,15504718,4386427,hold conference
627,kick habit,7857,8.3,productive,develop,Vprod2,habit,Ncoll,0,3,13691362,1174692,develop habit
628,kick habit,7857,8.3,productive,hit,Vsyn1,bottle,Nprod2,0,3,4802307,1593722,hit bottle
629,kick habit,7857,8.3,productive,knock,Vsyn2,bottle,Nprod2,0,3,921387,1593722,knock bottle
630,kick habit,7857,8.3,synonym,kick,Vcoll,practice,Nsyn1,-1,3,1415069,8268861,kick practice
631,shift blame,7543,8.3,productive,move,Vsyn1,box,Nprod1,0,3,13838515,4466888,move box
632,shift blame,7543,8.3,productive,transfer,Vsyn2,box,Nprod1,0,3,2182010,4466888,transfer box
633,shift blame,7543,8.3,productive,shift,Vcoll,weight,Nprod2,0,3,1463676,3823703,shift weight
634,shift blame,7543,8.3,productive,acknowledge,Vprod1,responsibility,Nsyn2,0,3,1550574,3466376,acknowledge responsibility
635,bend rule,8917,6.9,productive,bend,Vcoll,rod,Nprod1,0,3,688134,712726,bend rod
636,bend rule,8917,6.9,productive,obey,Vprod1,law,Nsyn1,0,3,410998,12166006,obey law
637,bend rule,8917,6.9,synonym,deform,Vsyn1,rule,Ncoll,-1,3,74047,6829951,deform rule
638,bend rule,8917,6.9,synonym,warp,Vsyn2,rule,Ncoll,-1,3,136707,6829951,warp rule
639,freeze asset,7158,7.9,collocation,freeze,Vcoll,asset,Ncoll,1,3,657944,2590642,freeze asset
640,freeze asset,7158,7.9,productive,protect,Vprod1,asset,Ncoll,0,3,5615627,2590642,protect asset
641,freeze asset,7158,7.9,productive,acquire,Vprod2,wage,Nsyn2,0,3,2421658,1361489,acquire wage
642,freeze asset,7158,7.9,synonym,chill,Vsyn1,wage,Nsyn2,-1,3,209991,1361489,chill wage
643,freeze asset,7158,7.9,synonym,preserve,Vsyn2,wage,Nsyn2,0,3,1699725,1361489,preserve wage
644,cut cost,73694,8.7,productive,estimate,Vprod2,tax,Nsyn1,0,3,1930333,6125564,estimate tax
645,cut cost,73694,8.7,synonym,slash,Vsyn1,tax,Nsyn1,1,3,215685,6125564,slash tax
646,cut cost,73694,8.7,synonym,injure,Vsyn2,tax,Nsyn1,-1,3,869674,6125564,injure tax
647,cut cost,73694,8.7,synonym,cut,Vcoll,rate,Nsyn2,1,3,4985046,9282600,cut rate
648,read mind,23147,6.8,productive,know,Vprod2,mind,Ncoll,0,3,44321220,7183270,know mind
649,read mind,23147,6.8,productive,study,Vsyn1,blog,Nprod2,0,3,4076236,2294443,study blog
650,read mind,23147,6.8,productive,scan,Vsyn2,blog,Nprod2,0,3,1036158,2294443,scan blog
651,read mind,23147,6.8,synonym,read,Vcoll,brain,Nsyn1,1,3,15107127,2931387,read brain
652,raise awareness,283116,10.8,productive,lift,Vsyn1,hand,Nprod1,0,3,1452619,12224018,lift hand
653,raise awareness,283116,10.8,productive,hoist,Vsyn2,hand,Nprod1,-1,3,84521,12224018,hoist hand
654,raise awareness,283116,10.8,productive,raise,Vcoll,flag,Nprod2,0,3,6484369,1638985,raise flag
655,raise awareness,283116,10.8,productive,increase,Vprod1,issue,Nsyn2,-1,3,11371682,15495287,increase issue
656,pay respect,20686,8.2,productive,pay,Vcoll,tax,Nprod1,0,3,11161866,6125564,pay tax
657,pay respect,20686,8.2,productive,deserve,Vprod1,esteem,Nsyn1,0,3,1384488,125353,deserve esteem
658,pay respect,20686,8.2,synonym,reward,Vsyn1,respect,Ncoll,-1,3,576227,2924569,reward respect
659,pay respect,20686,8.2,synonym,fund,Vsyn2,respect,Ncoll,-1,3,1800293,2924569,fund respect
660,earn trust,14815,7.6,collocation,earn,Vcoll,trust,Ncoll,1,3,3133954,1739341,earn trust
661,earn trust,14815,7.6,productive,maintain,Vprod1,trust,Ncoll,0,3,5734320,1739341,maintain trust
662,earn trust,14815,7.6,productive,appreciate,Vprod2,faith,Nsyn2,0,3,2180500,2688652,appreciate faith
663,earn trust,14815,7.6,synonym,spend,Vsyn1,faith,Nsyn2,-1,3,7693627,2688652,spend faith
664,earn trust,14815,7.6,synonym,obtain,Vsyn2,faith,Nsyn2,-1,3,4232413,2688652,obtain faith
665,spark outrage,7612,9.3,productive,condemn,Vprod2,controversy,Nsyn1,0,3,699894,683407,condemn controversy
666,spark outrage,7612,9.3,synonym,ignite,Vsyn1,controversy,Nsyn1,1,3,212053,683407,ignite controversy
667,spark outrage,7612,9.3,synonym,trigger,Vsyn2,controversy,Nsyn1,1,3,1017872,683407,trigger controversy
668,spark outrage,7612,9.3,synonym,spark,Vcoll,protest,Nsyn2,1,3,431972,1406771,spark protest
669,sow confusion,2482,7.7,productive,prevent,Vprod2,confusion,Ncoll,0,3,4771343,799953,prevent confusion
670,sow confusion,2482,7.7,productive,plant,Vsyn1,crop,Nprod2,0,3,1036293,1649113,plant crop
671,sow confusion,2482,7.7,productive,scatter,Vsyn2,crop,Nprod2,0,3,425278,1649113,scatter crop
672,sow confusion,2482,7.7,synonym,sow,Vcoll,chaos,Nsyn1,1,3,238529,647175,sow chaos
673,capture imagination,23753,8.6,productive,seize,Vsyn1,bird,Nprod1,0,3,733804,2593225,seize bird
674,capture imagination,23753,8.6,productive,apprehend,Vsyn2,bird,Nprod1,-1,3,126529,2593225,apprehend bird
675,capture imagination,23753,8.6,productive,capture,Vcoll,prisoner,Nprod2,0,3,2725823,1215236,capture prisoner
676,capture imagination,23753,8.6,productive,use,Vprod1,emotion,Nsyn2,0,3,70467900,1365398,use emotion
677,stir passion,1356,6.2,productive,stir,Vcoll,soup,Nprod1,0,3,604399,485633,stir soup
678,stir passion,1356,6.2,productive,show,Vprod1,curiosity,Nsyn1,0,3,21565084,408174,show curiosity
679,stir passion,1356,6.2,synonym,blend,Vsyn1,passion,Ncoll,-1,3,581189,1362852,blend passion
680,stir passion,1356,6.2,synonym,agitate,Vsyn2,passion,Ncoll,-1,3,118322,1362852,agitate passion
681,stifle creativity,2687,8.4,collocation,stifle,Vcoll,creativity,Ncoll,1,3,124886,729638,stifle creativity
682,stifle creativity,2687,8.4,productive,boost,Vprod1,creativity,Ncoll,0,3,989136,729638,boost creativity
683,stifle creativity,2687,8.4,productive,admire,Vprod2,debate,Nsyn2,0,3,561098,2159069,admire debate
684,stifle creativity,2687,8.4,synonym,smother,Vsyn1,debate,Nsyn2,1,3,70905,2159069,smother debate
685,stifle creativity,2687,8.4,synonym,suffocate,Vsyn2,debate,Nsyn2,1,3,66747,2159069,suffocate debate
686,damage credibility,3219,7,productive,risk,Vprod2,reputation,Nsyn1,0,3,529017,1250011,risk reputation
687,damage credibility,3219,7,synonym,destroy,Vsyn1,reputation,Nsyn1,1,3,2909710,1250011,destroy reputation
688,damage credibility,3219,7,synonym,ruin,Vsyn2,reputation,Nsyn1,1,3,575037,1250011,ruin reputation
689,damage credibility,3219,7,synonym,damage,Vcoll,relation,Nsyn2,1,3,1146068,3148355,damage relation
690,cement legacy,1688,7.5,productive,leave,Vprod2,legacy,Ncoll,0,3,18615948,886202,leave legacy
691,cement legacy,1688,7.5,productive,stick,Vsyn1,sediment,Nprod2,0,3,2225600,341123,stick sediment
692,cement legacy,1688,7.5,productive,fasten,Vsyn2,sediment,Nprod2,-1,3,155870,341123,fasten sediment
693,cement legacy,1688,7.5,synonym,cement,Vcoll,status,Nsyn1,1,3,151658,3680200,cement status
694,launch campaign,104188,9.9,productive,throw,Vsyn1,satellite,Nprod1,0,3,3612212,970407,throw satellite
695,launch campaign,104188,9.9,productive,pitch,Vsyn2,satellite,Nprod1,0,3,531141,970407,pitch satellite
696,launch campaign,104188,9.9,productive,launch,Vcoll,boat,Nprod2,0,3,3882857,2709805,launch boat
697,launch campaign,104188,9.9,productive,initiate,Vprod1,investigation,Nsyn2,0,3,1104267,2790133,initiate investigation
698,float idea,9736,6,productive,float,Vcoll,tender,Nprod1,0,3,621472,569779,float tender
699,float idea,9736,6,productive,convey,Vprod1,proposal,Nsyn1,0,3,756434,2681541,convey proposal
700,float idea,9736,6,synonym,glide,Vsyn1,idea,Ncoll,-1,3,147185,11104981,glide idea
701,float idea,9736,6,synonym,sail,Vsyn2,idea,Ncoll,-1,3,564994,11104981,sail idea
702,embrace diversity,8577,8,collocation,embrace,Vcoll,diversity,Ncoll,1,3,1112842,1520182,embrace diversity
703,embrace diversity,8577,8,productive,recognize,Vprod1,diversity,Ncoll,0,3,4023120,1520182,recognize diversity
704,embrace diversity,8577,8,productive,tolerate,Vprod2,lifestyle,Nsyn2,0,3,416877,1035417,tolerate lifestyle
705,embrace diversity,8577,8,synonym,hug,Vsyn1,lifestyle,Nsyn2,-1,3,213227,1035417,hug lifestyle
706,embrace diversity,8577,8,synonym,hold,Vsyn2,lifestyle,Nsyn2,-1,3,15504718,1035417,hold lifestyle
707,navigate complexity,3560,7.6,productive,simplify,Vprod2,uncertainty,Nsyn1,0,3,665340,814133,simplify uncertainty
708,navigate complexity,3560,7.6,synonym,traverse,Vsyn1,uncertainty,Nsyn1,-1,3,193543,814133,traverse uncertainty
709,navigate complexity,3560,7.6,synonym,negotiate,Vsyn2,uncertainty,Nsyn1,1,3,937868,814133,negotiate uncertainty
710,navigate complexity,3560,7.6,synonym,navigate,Vcoll,crisis,Nsyn2,1,3,730340,2741141,navigate crisis
711,land job,32530,7.8,productive,leave,Vprod2,job,Ncoll,0,3,18615948,10431796,leave job
712,land job,32530,7.8,productive,reach,Vsyn1,cargo,Nprod2,0,3,7756405,583841,reach cargo
713,land job,32530,7.8,productive,disembark,Vsyn2,cargo,Nprod2,-1,3,50946,583841,disembark cargo
714,land job,32530,7.8,synonym,land,Vcoll,contract,Nsyn1,1,3,1160851,4325311,land contract
715,dash hope,9514,8.5,productive,fling,Vsyn1,cup,Nprod1,-1,3,129391,1538197,fling cup
716,dash hope,9514,8.5,productive,smash,Vsyn2,cup,Nprod1,0,3,298943,1538197,smash cup
717,dash hope,9514,8.5,productive,dash,Vcoll,foot,Nprod2,0,3,166374,6305134,dash foot
718,dash hope,9514,8.5,productive,instill,Vprod1,expectation,Nsyn2,0,3,141655,1647158,instill expectation
719,strike deal,38657,8.8,productive,strike,Vcoll,blow,Nprod1,0,3,1984205,621419,strike blow
720,strike deal,38657,8.8,productive,finalize,Vprod1,bargain,Nsyn1,0,3,237104,285156,finalize bargain
721,strike deal,38657,8.8,synonym,hit,Vsyn1,deal,Ncoll,-1,3,4802307,4808190,hit deal
722,strike deal,38657,8.8,synonym,punch,Vsyn2,deal,Ncoll,-1,3,288125,4808190,punch deal
723,drain treasury,561,6.2,collocation,drain,Vcoll,treasury,Ncoll,1,3,487772,196559,drain treasury
724,drain treasury,561,6.2,productive,rob,Vprod1,treasury,Ncoll,0,3,318910,196559,rob treasury
725,drain treasury,561,6.2,productive,repay,Vprod2,wallet,Nsyn2,0,3,233505,269976,repay wallet
726,drain treasury,561,6.2,synonym,empty,Vsyn1,wallet,Nsyn2,0,3,287008,269976,empty wallet
727,drain treasury,561,6.2,synonym,clear,Vsyn2,wallet,Nsyn2,0,3,1593855,269976,clear wallet
728,taste victory,1891,6.1,productive,achieve,Vprod2,success,Nsyn1,0,3,5143495,5026629,achieve success
729,taste victory,1891,6.1,synonym,sample,Vsyn1,success,Nsyn1,-1,3,439884,5026629,sample success
730,taste victory,1891,6.1,synonym,savor,Vsyn2,success,Nsyn1,1,3,73954,5026629,savor success
731,taste victory,1891,6.1,synonym,taste,Vcoll,defeat,Nsyn2,1,3,921323,712446,taste defeat
732,lift ban,24335,9.5,productive,repeal,Vprod2,ban,Ncoll,0,3,230558,733784,repeal ban
733,lift ban,24335,9.5,productive,elevate,Vsyn1,trophy,Nprod2,0,3,424225,565334,elevate trophy
734,lift ban,24335,9.5,productive,raise,Vsyn2,trophy,Nprod2,0,3,6484369,565334,raise trophy
735,lift ban,24335,9.5,synonym,lift,Vcoll,prohibition,Nsyn1,1,3,1452619,336543,lift prohibition
736,harbor animosity,332,6.8,productive,shelter,Vsyn1,criminal,Nprod1,0,3,137172,541946,shelter criminal
737,harbor animosity,332,6.8,productive,shield,Vsyn2,criminal,Nprod1,0,3,266420,541946,shield criminal
738,harbor animosity,332,6.8,productive,harbor,Vcoll,fugitive,Nprod2,0,3,111631,68967,harbor fugitive
739,harbor animosity,332,6.8,productive,lessen,Vprod1,suspicion,Nsyn2,0,3,218912,426569,lessen suspicion
740,erase memory,8608,7.8,productive,erase,Vcoll,inscription,Nprod1,0,3,314363,336909,erase inscription
741,erase memory,8608,7.8,productive,evoke,Vprod1,stigma,Nsyn1,0,3,296555,193752,evoke stigma
742,erase memory,8608,7.8,synonym,delete,Vsyn1,memory,Ncoll,-1,3,1254065,4688290,delete memory
743,erase memory,8608,7.8,synonym,eliminate,Vsyn2,memory,Ncoll,1,3,1911946,4688290,eliminate memory
744,leak document,15015,7.9,collocation,leak,Vcoll,document,Ncoll,1,3,461737,5353797,leak document
745,leak document,15015,7.9,productive,copy,Vprod1,document,Ncoll,0,3,981825,5353797,copy document
746,leak document,15015,7.9,productive,sing,Vprod2,information,Nsyn2,-1,3,2044063,22592444,sing information
747,leak document,15015,7.9,synonym,drip,Vsyn1,information,Nsyn2,-1,3,156536,22592444,drip information
748,leak document,15015,7.9,synonym,stream,Vsyn2,information,Nsyn2,-1,3,807073,22592444,stream information
749,wipe debt,585,5.6,productive,owe,Vprod2,debt,Ncoll,0,3,1027450,2303939,owe debt
750,wipe debt,585,5.6,productive,clean,Vsyn1,floor,Nprod2,0,3,2253213,4118413,clean floor
751,wipe debt,585,5.6,productive,swab,Vsyn2,floor,Nprod2,0,3,13077,4118413,swab floor
752,wipe debt,585,5.6,synonym,wipe,Vcoll,charge,Nsyn1,1,3,639039,4352099,wipe charge
753,silence critic,5913,9.5,productive,appease,Vprod2,critic,Ncoll,0,3,84520,1268104,appease critic
754,silence critic,5913,9.5,productive,gag,Vsyn1,ringer,Nprod2,-1,3,57205,35075,gag ringer
755,silence critic,5913,9.5,productive,muzzle,Vsyn2,ringer,Nprod2,-1,3,18886,35075,muzzle ringer
756,silence critic,5913,9.5,synonym,silence,Vcoll,skeptic,Nsyn1,1,3,244414,105965,silence skeptic
757,defy gravity,7592,9.8,productive,disobey,Vsyn1,government,Nprod1,0,3,69527,16458870,disobey government
758,defy gravity,7592,9.8,productive,flout,Vsyn2,government,Nprod1,0,3,32034,16458870,flout government
759,defy gravity,7592,9.8,productive,defy,Vcoll,law,Nprod2,0,3,253476,12166006,defy law
760,defy gravity,7592,9.8,productive,explain,Vprod1,buoyancy,Nsyn2,0,3,6599746,46757,explain buoyancy
761,crack joke,10830,9.3,productive,crack,Vcoll,nut,Nprod1,0,3,598520,788529,crack nut
762,crack joke,10830,9.3,productive,tell,Vprod1,story,Nsyn1,0,3,18194900,12858542,tell story
763,crack joke,10830,9.3,synonym,split,Vsyn1,joke,Ncoll,-1,3,923858,816654,split joke
764,crack joke,10830,9.3,synonym,rupture,Vsyn2,joke,Ncoll,-1,3,46283,816654,rupture joke
765,spill secret,1871,6.5,collocation,spill,Vcoll,secret,Ncoll,1,3,293416,1221973,spill secret
766,spill secret,1871,6.5,productive,reveal,Vprod1,secret,Ncoll,0,3,4215723,1221973,reveal secret
